0,-6.4616242084,-0.0000010000,-6.8142913869,-6.3024315456
1,-6.7552580443,-0.0000010000,-6.8140074989,-6.3045061202
2,-6.7229139020,-0.0000010000,-6.8094357168,-6.3006201685
3,-13.8155105580,-0.0000010000,-13.4981218103,-9.6365309859
4,-13.8155105580,-7.1321040922,-6.8150346383,-9.7256239818
5,-13.8155105580,-7.1323503934,-6.8303083428,-10.0688398095
6,-7.9461398046,-7.1321040924,-6.8139889621,-13.8155105580
7,-13.8155105580,-7.1321041164,-6.8229559995,-9.9074069765
8,-13.8155105580,-7.1321493695,-6.8211617273,-9.9120375436
9,-13.8155105580,-7.1321486854,-6.8211617186,-9.9120376142
10,-7.9461395367,-7.1321061582,-6.8141468619,-13.8155105580
11,-7.9461395366,-7.1321040922,-6.8139889599,-9.6288216555
12,-13.8155105580,-7.1321040791,-6.8139894556,-10.0498640321
13,-13.8155105580,-7.1321024940,-6.8139894556,-10.1170025906
14,-7.9485654163,-7.1322703014,-6.8146373127,-13.8155105580
15,-13.6831292893,-7.1321939764,-6.8236428146,-9.9410544507
16,-13.8155105580,-7.1321041396,-6.8198776354,-10.0092980526
17,-13.6831292893,-7.1321939759,-6.8236427578,-9.9410544240
18,-7.9461395505,-7.1321040926,-6.8199811061,-13.8155105580
19,-7.9461395367,-7.1321064925,-6.8232281776,-13.8155105580
20,-7.9461395367,-7.1321040921,-6.8249451923,-13.8155105580
21,-7.9514860441,-7.1233883860,-13.0872995035,-9.6242978020
22,-13.8155105580,-7.1322314141,-6.8477069586,-9.6293476247
23,-13.8155105580,-7.1321333743,-6.8191644004,-9.8906779336
24,-7.9461395379,-7.1321167856,-6.8412942995,-13.8155105580
25,-7.9461395391,-7.1321040922,-6.8255936262,-13.8155105580
26,-13.8155105580,-7.1322559744,-0.0000010000,-6.8495737972
27,-7.9461395366,-7.1321040922,-0.0000010000,-6.3044277390
28,-7.9466246899,-0.0000010000,-4.7076896859,-6.3049676095
29,-7.7993431787,-0.0000010000,-5.1001653714,-8.5765639814
30,-11.6258192293,-0.0000010000,-6.1558738010,-12.8650138492
31,-2.1995127099,-0.0000010000,-0.0000010000,-13.8155105580
32,-5.4834488084,-0.0002154729,-5.6740533340,-5.3357137013
33,-13.8155105580,-0.0000010000,-0.0000010000,-6.5704083142
34,-11.3335863992,-3.0743904647,-0.0000010000,-12.2283760096
35,-1.4051047773,-9.0874281119,-0.0000010000,-5.0374251994
36,-0.0582764849,-0.0000010000,-4.5879819112,-6.7911265397
37,-13.2712459809,-7.0702528833,-13.7873132379,-6.5658775907
38,-4.7186340927,-4.7768522162,-13.8155105580,-5.2100296200
39,-10.5038830567,-0.0000010000,-6.8144844604,-2.5314874292
40,-13.6555024087,-0.0000010000,-3.9048622883,-6.4321906151
41,-12.6366322777,-0.0000010000,-6.8381793088,-6.6226897110
42,-8.8167395001,-2.7109108167,-13.7827916994,-11.9653270590
43,-9.3131015529,-0.0000010000,-13.8155105580,-6.4046952872
44,-0.0007375919,-0.0000010000,-0.0000010000,-0.0000010000
45,-6.6409709154,-0.0000010000,-6.8139589409,-4.7846868851
46,-0.0000010000,-7.1321363590,-0.0000010000,-3.6827467366
47,-1.7914509054,-0.0000010000,-6.8137624007,-6.3020137685
48,-0.0000010000,-5.0733979857,-0.0000010000,-0.0000171245
49,-0.0000010000,-0.0000010000,-0.0000010000,-6.2669434536
50,-7.9393909469,-0.0000010000,-0.0000010000,-6.2911612475
51,-11.7576113634,-12.2748312689,-9.2845585293,-7.6171540206
52,-0.0000010000,-7.1300360497,-5.7389771951,-11.5488578786
53,-2.6095319788,-0.0000010000,-5.6981941142,-5.5961992251
54,-0.0000010000,-7.1289878958,-6.8115917198,-6.3034653621
55,-0.0000010000,-0.0000010000,-4.8093448027,-4.5925837166
56,-0.0000028362,-7.1320636304,-6.8215766795,-3.3128064683
57,-0.0000010000,-0.0000010000,-3.5495854975,-6.3032318877
