3, 10.1
68, 4.5
95, 6.9
100, 4.1
127, 7.0
308, 4.6
884, 5.7
957, 8.6
1037, 3.9
1090, 3.7
1621, 3.6
1800, 4.2
2607, 4.3
2614, 5.0
2637, 5.2
2740, 3.6
2810, 4.1
2951, 5.4
3002, 5.0
3052, 9.3
3268, 5.0
3269, 5.3
3475, 3.5
3723, 4.5
3749, 5.4
3765, 4.5
3771, 4.5
3775, 7.0
3779, 5.0
3780, 4.0
3782, 3.6
3787, 4.9
3790, 6.5
3795, 4.8
3804, 5.0
3808, 4.5
3809, 6.8
3811, 8.0
3813, 3.9
3827, 11.0
3829, 3.7
3834, 4.4
3839, 6.6
3844, 4.0
3854, 4.8
